244,"Morales, Tomas",M,16,CAE,Hombres 16-18 200 CC Metro Estilo Libre F,"2:26,14",,314
245,"Lepratti, Manuela",F,19,CNNH,Mujeres 19 & Mayores 100 CC Metro Estilo LiFbre,"1:13,97",,313
246,"Lopez, Selena",F,19,CNNH,Mujeres 19 & Mayores 200 CC Metro Estilo LiFbre,"2:42,35",,313
247,"Delfino, Florencia",F,18,CSL,Mujeres 16-18 200 CC Metro Estilo Libre F,"2:42,32",,313
248,"Sonderegger, Paulino",M,15,CNNH,Hombres 14-15 100 CC Metro Estilo Libre F,"1:06,08",,312
249,"Sonderegger, Saskia",F,17,CNNH,Mujeres 16-18 100 CC Metro Estilo Libre F,"1:14,01",,312
250,"Cubas, Baltasar",M,14,CLT,Hombres 14-15 100 CC Metro Estilo Libre F,"1:06,10",,312
251,"Vittori, Giuliano",M,16,CSDD,Hombres 16-18 100 CC Metro Estilo de MaripFosa,"1:10,40",,312
252,"Acosta, Caio",M,32,CSL,Hombres 19 & Mayores 200 CC Metro CI F,"2:41,70",,311
253,"Bertinat, Fiorella",F,14,CNNH,Mujeres 14-15 200 CC Metro CI F,"2:59,87",,310
254,"Vidiella, Felicia",F,17,CLT,Mujeres 16-18 100 CC Metro Estilo de Pecho F,"1:32,12",,310
255,"Elizarzu, Tim",M,17,CNNH,Hombres 16-18 50 CC Metro Estilo Libre F,"29,78",,310
256,"Gomensoro, Malena",F,15,CLT,Mujeres 14-15 50 CC Metro Estilo Libre F,"33,85",,310
257,"Cubas, Baltasar",M,14,CLT,Hombres 14-15 200 CC Metro Estilo Libre F,"2:26,73",,310
258,"Batiste, Fabrizio",M,23,CAE,"Hombres 19 & Mayores 100 CC Metro Estilo dFe Maripos1a:10,60",,,309
259,"Flores, Chiara",F,17,CSDD,Mujeres 16-18 200 CC Metro Estilo Libre F,"2:43,02",,309
260,"Frascheri, Lara",F,11,CSL,Mujeres 11 Anos de Edad 50 CC Metro Estilo FLibre,"33,89",,309
261,"Gandulfo, Mateo",M,15,CSL,Hombres 14-15 200 CC Metro Estilo Libre F,"2:26,93",,309
262,"Rodriguez, Candelaria",F,13,CLT,Ninas 12-13 50 Libre F,"33,89",,309
263,"Espindola, Aldana",F,15,CSDD,Mujeres 14-15 200 CC Metro Estilo Libre F,"2:43,08",,309
264,"Batiste, Fabrizio",M,23,CAE,"Hombres 19 & Mayores 100 CC Metro Estilo dFe Espalda1:11,49",,,308
265,"Stemphet, Iann Paul",M,17,CAE,Hombres 16-18 50 CC Metro Estilo Libre F,"29,85",,308
266,"Martinez, Ignacio",M,14,CSDD,Hombres 14-15 50 CC Metro Estilo Libre F,"29,85",,308
267,"Yaquinta, Guadalupe",F,12,CLT,Ninas 12-13 50 Libre F,"33,98",,307
268,"Castroman, Nicolas",M,20,NADY,Hombres 19 & Mayores 200 CC Metro CI F,"2:42,50",,307
269,"Silvera, Valentina",F,18,CNNH,Mujeres 16-18 100 CC Metro Estilo de Pecho F,"1:32,40",,307
270,"Lagos, Mateo",M,13,CSL,Ninos 12-13 100 Libre F,"1:06,53",,306
